efta_number,dataset,extension,category,file_size_bytes,file_size_mb,doj_pdf_link,has_audio,has_transcript,transcript_word_count,duration_seconds,video_resolution,brief_description
EFTA00277578,9,vob,video,1073170432,1023.46,https://www.justice.gov/epstein/files/DataSet%209/EFTA00277578.pdf,True,yes,0,135.6,352x240,Video (no speech detected); 352x240; 2.3min
EFTA00277579,9,vob,video,28497920,27.18,https://www.justice.gov/epstein/files/DataSet%209/EFTA00277579.pdf,True,,,95356.1,352x240,Silent surveillance video; 352x240; 26.5h
EFTA00279284,9,avi,video,82944,0.08,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279284.pdf,False,,,4.5,320x240,Silent surveillance video; 320x240; 4s
EFTA00279286,9,avi,video,82944,0.08,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279286.pdf,False,,,4.5,320x240,Silent surveillance video; 320x240; 4s
EFTA00279287,9,avi,video,301056,0.29,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279287.pdf,False,,,5.2,320x240,Silent surveillance video; 320x240; 5s
EFTA00279451,9,m4v,video,,,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279451.pdf,,,,,,
EFTA00279453,9,m4a,audio,,,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279453.pdf,,,,,,
EFTA00279454,9,wav,audio,,,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279454.pdf,,,,,,
EFTA00279473,9,avi,video,,,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279473.pdf,,,,,,
EFTA00279474,9,avi,video,,,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279474.pdf,,,,,,
EFTA00279475,9,avi,video,,,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279475.pdf,,,,,,
EFTA00279476,9,avi,video,,,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279476.pdf,,,,,,
EFTA00279477,9,avi,video,,,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279477.pdf,,,,,,
EFTA00279478,9,avi,video,,,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279478.pdf,,,,,,
EFTA00279479,9,avi,video,15360,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279479.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279480,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279480.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279481,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279481.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279482,9,avi,video,16896,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279482.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279483,9,avi,video,28160,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279483.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279484,9,avi,video,15360,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279484.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279485,9,avi,video,28672,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279485.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279486,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279486.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279487,9,avi,video,28160,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279487.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279488,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279488.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279489,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279489.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279490,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279490.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279491,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279491.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279492,9,avi,video,21504,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279492.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279493,9,avi,video,17408,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279493.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279494,9,avi,video,13824,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279494.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279495,9,avi,video,21504,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279495.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279496,9,avi,video,23040,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279496.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279497,9,avi,video,14848,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279497.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279498,9,avi,video,18944,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279498.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279499,9,avi,video,14336,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279499.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279500,9,avi,video,3072,0.0,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279500.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279501,9,avi,video,15360,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279501.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279502,9,avi,video,19456,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279502.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279503,9,avi,video,14336,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279503.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279504,9,avi,video,18432,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279504.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279505,9,avi,video,3072,0.0,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279505.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279506,9,avi,video,12288,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279506.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279507,9,avi,video,15360,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279507.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279508,9,avi,video,17408,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279508.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279509,9,avi,video,18432,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279509.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279510,9,avi,video,17408,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279510.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279511,9,avi,video,20480,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279511.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279512,9,avi,video,19968,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279512.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279513,9,avi,video,18944,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279513.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279514,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279514.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279515,9,avi,video,27136,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279515.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279516,9,avi,video,29184,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279516.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279517,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279517.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279518,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279518.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279519,9,avi,video,28160,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279519.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279520,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279520.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279521,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279521.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279522,9,avi,video,30208,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279522.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279523,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279523.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279524,9,avi,video,43520,0.04,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279524.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279525,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279525.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279526,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279526.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279527,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279527.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279528,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279528.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279529,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279529.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279530,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279530.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279531,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279531.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279532,9,avi,video,45056,0.04,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279532.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279533,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279533.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279534,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279534.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279535,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279535.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279536,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279536.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279537,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279537.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279538,9,avi,video,15360,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279538.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279539,9,avi,video,19456,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279539.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279540,9,avi,video,17408,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279540.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279541,9,avi,video,11776,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279541.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279542,9,avi,video,19456,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279542.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279543,9,avi,video,10240,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279543.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279544,9,avi,video,3072,0.0,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279544.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279545,9,avi,video,1632256,1.56,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279545.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279546,9,avi,video,19968,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279546.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279547,9,avi,video,13312,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279547.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279548,9,avi,video,3072,0.0,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279548.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279549,9,avi,video,21504,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279549.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279550,9,avi,video,3072,0.0,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279550.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279551,9,avi,video,23040,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279551.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279552,9,avi,video,17408,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279552.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279553,9,avi,video,18944,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279553.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279554,9,avi,video,16896,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279554.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279555,9,avi,video,20480,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279555.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279556,9,avi,video,16896,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279556.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279557,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279557.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279558,9,avi,video,17920,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279558.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279559,9,avi,video,15360,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279559.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279560,9,avi,video,19456,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279560.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279561,9,avi,video,15360,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279561.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279562,9,avi,video,19968,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279562.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279563,9,avi,video,21504,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279563.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279564,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279564.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279565,9,avi,video,8704,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279565.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279566,9,avi,video,19968,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279566.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279567,9,avi,video,3072,0.0,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279567.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279568,9,avi,video,23040,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279568.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279569,9,avi,video,17408,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279569.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279570,9,avi,video,14336,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279570.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279571,9,avi,video,18432,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279571.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279572,9,avi,video,15360,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279572.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279573,9,avi,video,14848,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279573.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279574,9,avi,video,17920,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279574.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279575,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279575.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279576,9,avi,video,17920,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279576.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279577,9,avi,video,17920,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279577.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279578,9,avi,video,18944,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279578.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279579,9,avi,video,37888,0.04,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279579.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279580,9,avi,video,3072,0.0,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279580.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279581,9,avi,video,13824,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279581.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279582,9,avi,video,28672,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279582.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279583,9,avi,video,15360,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279583.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279584,9,avi,video,20480,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279584.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279585,9,avi,video,21504,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279585.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279586,9,avi,video,13824,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279586.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279587,9,avi,video,3072,0.0,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279587.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279588,9,avi,video,3072,0.0,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279588.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279589,9,avi,video,18944,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279589.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279590,9,avi,video,11264,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279590.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279591,9,avi,video,3072,0.0,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279591.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279592,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279592.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279593,9,avi,video,17920,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279593.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279594,9,avi,video,14336,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279594.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279595,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279595.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279596,9,avi,video,3072,0.0,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279596.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279597,9,avi,video,21504,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279597.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279598,9,avi,video,22016,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279598.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279599,9,avi,video,15360,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279599.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279600,9,avi,video,30720,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279600.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279601,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279601.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279602,9,avi,video,19968,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279602.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279603,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279603.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279604,9,avi,video,28160,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279604.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279605,9,avi,video,28672,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279605.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279606,9,avi,video,28672,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279606.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279607,9,avi,video,29184,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279607.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279608,9,avi,video,28160,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279608.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279609,9,avi,video,29184,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279609.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279610,9,avi,video,29696,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279610.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279611,9,avi,video,19456,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279611.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279612,9,avi,video,12800,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279612.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279613,9,avi,video,129536,0.12,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279613.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279614,9,avi,video,13312,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279614.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279615,9,avi,video,296448,0.28,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279615.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279616,9,avi,video,252416,0.24,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279616.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279617,9,avi,video,667648,0.64,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279617.pdf,False,,,0.9,320x240,Silent surveillance video; 320x240; 1s
EFTA00279618,9,avi,video,13824,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279618.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279619,9,avi,video,872448,0.83,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279619.pdf,True,yes,0,6.1,,Video (no speech detected); 6s
EFTA00279620,9,avi,video,10752,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279620.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279621,9,avi,video,16896,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279621.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279622,9,avi,video,23552,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279622.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279623,9,avi,video,12800,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279623.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279624,9,avi,video,12288,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279624.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279625,9,avi,video,12800,0.01,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279625.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279626,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279626.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279627,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279627.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279628,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279628.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279629,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279629.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279630,9,avi,video,30208,0.03,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279630.pdf,False,,,0.1,320x240,Silent surveillance video; 320x240; 0s
EFTA00279631,9,avi,video,16384,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279631.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
EFTA00279632,9,avi,video,15872,0.02,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279632.pdf,False,,,0.0,320x240,Silent surveillance video; 320x240
